,text,cmp_code
1773,"For international forest protection, we will ensure that the import of illegally logged timber and products made from it into the EU is finally effectively curbed.",501
1774,- Marine protection.,501
1775,"We will advance the creation of a global, representative network of marine protected areas by 2012 and create the first marine national park where nature conservation takes priority over all uses.",501
1776,- Restrict land use.,501
1777,We will put a stop to the unacceptable land consumption of over 100 ha/day.,501
1778,We want to test the concept of land certificates in a major pilot project:,303
1779,"After agreeing on upper limits for future annual settlement expansions, municipalities will receive land certificates that they can trade among themselves.",303
1780,Environmental protection is health protection,NA
1781,- Avoid environmentally harmful products.,501
1782,We need clear rules to prevent damage to health from products of concern.,403
1783,"To this end, we will tighten limit values.",403
1784,- Reducing pollutant emissions.,501
1785,"To reduce particulate matter pollution, we will lower the emission limits for nitrogen oxides and dust in industry and commerce.",501
1786,We will tighten the limits for dust for all small combustion plants using solid fuels.,501
1787,- Reduce emissions and noise from traffic.,501
1788,We will expand incentives for low-emission vehicles.,501
1789,"In addition, we will further expand the federal government's noise abatement program for roads and rail lines and provide those affected by aircraft noise with soundproofing for their buildings.",411
1790,"In the European Union, we will work to significantly tighten noise regulations for equipment, machinery, motorcycles, cars, ships and aircraft.",501
1791,Opportunity for rural areas,NA
1792,- Innovation Offensive Rural Areas.,408
1793,Rural areas have long been undergoing a transformation process away from pure agricultural production toward multifunctional development.,408
1794,Ecological industrial policy finds its counterpart in sustainable regional development in rural areas.,408
1795,"We will launch an ""innovation offensive for rural areas"" to exploit the potential of rural areas as Germany's future regions.",408
1796,"In addition to the citizens who live and work in these regions, these areas are particularly characterized by their natural capital.",501
1797,"In order for this capital to bear fruit sustainably for future generations, innovative concepts for nature-compatible rural development must be implemented.",501
1798,"In addition to the environmentally compatible production of healthy, high-quality food,",703
1799,"tourism, nature conservation and landscape management, health care, renewable energies and the development of regional brands are crucial areas of dynamic rural development.",408
1800,"We want to create the conditions for more opportunities for participation and employment, especially in structurally weak rural regions.",408
1801,- New direction in agricultural policy.,703
1802,Our agriculture not only provides work and the production of important agricultural products.,703
1803,"It preserves cultural landscapes, protects our natural livelihoods and contributes to the sustainable development of rural areas.",703
1804,We have made a paradigm shift in agricultural policy.,703
1805,The interests of individual sectors of the agriculture and food industry should no longer take precedence over the objectives of consumer protection.,403
1806,and environmental protection dominate.,501
1807,"In the EU, we want to move away from a policy of watering-can subsidies for agricultural production and",703
1808,redirect these funds to supporting the development of rural regions,408
1809,"and providing socially desirable services such as water protection, keeping cultural landscapes open and safeguarding recreational areas.",501
1810,We are in favor of clear guard rails for sustainable production that protects nature and the environment.,501
1811,"We want to preserve biodiversity, protect soils and water.",501
1812,Agriculture must contribute more to climate protection; we want to support it in this.,703
1813,Improve animal welfare,NA
1814,- Reform Animal Welfare Act.,501
1815,Animal welfare is an important concern for us.,501
1816,We appreciate the high level of commitment of many citizens to animal welfare organizations.,606
1817,The SPD has succeeded in anchoring animal protection in the Basic Law.,501
1818,We are seeking an amendment to the Animal Welfare Act.,501
1819,We want a reduction in animal testing.,501
1820,We want to make the conditions under which farm animals are kept and transported more animal-friendly.,501
1821,- Animal welfare seal.,501
1822,"The so-called ""animal welfare TÜV"", pushed through by the SPD, forms the basis for the introduction of animal welfare seals.",501
1823,"If necessary, we will also introduce these as a pioneer at national level if no Europe-wide regulation is possible in the short term.",501
1824,Consumers can then directly influence more animal welfare when shopping.,403
1825,12. culture and media,NA
1826,Culture is the elementary basis of our democratic society.,502
1827,Political tasks for the future cannot be solved without the contribution of culture.,502
1828,Cultural dialogue is also the basis of international understanding and economic exchange.,502
1829,"The SPD will continue to seek dialogue with and advice from artists,",502
1830,"strengthen the freedom of the arts,",502
1831,and place a high value on social responsibility toward those who create culture.,502
1832,Our open concept of culture is not limited to the arts and their promotion.,502
1833,We Social Democrats advocate a culture of democracy in which art and culture are of central importance for social understanding about values and goals in a world of accelerated upheaval.,202
1834,"Because art and culture, as the intellectual foundations of life, shape people and strengthen social cohesion.",606
1835,"They hold up a mirror to a society, reflect lifestyles, formulate offers of identity and provide orientation.",502
1836,A culture of democracy and in democracy must therefore always also be a culture of cultural participation.,503
1837,What we want:,NA
1838,- Culture as a state goal.,502
1839,"As an overall state, Germany is obliged to protect and promote culture.",502
1840,That is why we will anchor culture as a state objective in the Basic Law.,502
1841,"The constitution expresses the order of values and meaning of our society, and culture is part of it.",502
1842,"For us, culture is the spiritual basis of life and a public good.",502
1843,"Promoting culture is not a subsidy, but an investment in the future.",502
1844,- Culture for all.,503
1845,"Everyone should have access to culture, because cultural and media divisions lead to social divisions.",503
1846,"Culture and education enable participation, self-realization and personal development.",502
1847,"Especially in our immigration society, they are at the same time an important element of integration and community.",502
1848,We will launch a broad-based initiative for arts education from early childhood education onward.,502
1849,"Public libraries, music and youth art schools, but also museums, theaters and cinemas must be used and promoted more as places of cultural education.",502
1850,The funding of public cultural institutions should be linked to cultural education programs.,502
1851,- Expansion of cultural infrastructure.,502
1852,A comprehensive cultural infrastructure is essential for a vital and developing cultural and creative industry.,502
1853,We want the state to pursue an activating cultural policy that provides targeted support for cultural infrastructure,502
1854,"and sees the promotion of culture as a mandatory task of the state, in joint responsibility with civil society and the market.",502
1855,- Promotion of the cultural and creative industries.,502
1856,Knowledge and ideas are the most important raw materials of our country.,502
1857,That is why we want to promote the cultural and creative industries to a special degree.,502
1858,"We propose a creative pact between politics, business, artists and creative people in which economic issues, social security issues, education and participation are discussed together.",502
1859,- Safeguarding cultural and media professionals.,502
1860,Social security for cultural and media workers is a central component of our creative pact.,502
1861,We will maintain and further strengthen the artists' social insurance (KSV) as a unique model worldwide.,502
1862,"We are committed to collective agreements and minimum social standards in the culture and media sector as well, and will tie federal funding to compliance with these minimum standards.",502
1863,- Fair remuneration for creative work.,503
1864,"Within the framework of the Social Democratic Creative Pact, we want to ensure that cultural and media professionals, artists and creative people can make a living from their work.",502
1865,It is important to protect intellectual property and to remunerate it appropriately.,502
1866,Copyright law and copyright contract law are intended to enable an appropriate income from the exploitation of intellectual property in the digital world.,502
1867,The future of digitalization presents us with new challenges in the protection of intangible products and goods.,403
1868,We need a reasonable balance between user-friendliness and the rights of creators.,403
1869,"In this context, we will involve network operators and Internet service providers in the dialog with rights holders and collecting societies as part of the creative pact.",403
1870,We are committed to testing a cultural flat rate.,502
1871,- Film as an important cultural asset.,502
1872,"With the Creative Pact, we want to further improve the framework conditions for film and strengthen film funding.",502
1873,Cinemas are important places of cultural and social coexistence.,502
1874,That's why we want to support the digitization of our cinema landscape.,502
1875,We will further develop the Film Subsidies Act into a Media Subsidies Act to meet the challenges of a digital media world.,502
1876,- Strengthen public broadcasting Maintain the dual broadcasting system.,502
1877,We rely on both pillars of our dual broadcasting system.,502
1878,"The cultural, educational and informational mandate of public broadcasting, which is enshrined in the German Basic Law, follows criteria other than maximizing audience ratings.",502
1879,We are committed to preserving this special role of public broadcasting.,502
1880,New media must always be part of the public broadcaster's offering.,502
1881,"At the same time, we are focusing on the further development of citizen media as part of democratic participation",202
1882,and as the third pillar of a future media order.,502
1883,- A modern media order in the digital age.,502
1884,An independent and diverse media system is indispensable for our democracy.,502
1885,Freedom of information and diversity of opinion are prerequisites for a social and democratic society.,201
1886,"This includes access for all people to all means of transmission, forms of communication, knowledge and information.",503
1887,We want to overcome the digital divide in Germany.,503
1888,That is why the expansion of the broadband network is a key task for us.,411
1889,We want to develop a media order that meets the requirements of the digital world.,502
1890,We want to preserve the diversity of the media,502
1891,and prevent monopolies and the development of concentrations.,403
1892,We therefore consider the establishment of a state media authority to be an essential instrument.,502
1893,- Informational self-determination.,201
1894,The protection of personal data,201
1895,and the fundamental right to informational self-determination are becoming even more important in the digital world.,201
1896,Data protection must be further developed.,201
1897,We also want individuals to be able to move safely in the digital world and learn what the consequences of voluntarily disclosing personal data can be.,201
1898,- Media license for children and young people.,506
1899,"Media competence is not only the key qualification in the information and communication society, but also an educational topic to be promoted.",506
1900,We will establish a media literacy foundation and introduce the offer of a media guide for all children and young people.,506
1901,13. dare more democracy,NA
1902,Democracy is rule by the people.,202
1903,"In other words, it is the citizens who freely and self-determinedly set rules for their coexistence.",202
1904,We in Germany know that this is a great achievement of civilization that we must defend against all threats.,202
1905,"Our democracy is threatened from various sides, not least by the dominance of the markets and the indifference of the people.",202
1906,"Willy Brandt called for ""more democracy"" 40 years ago.",202
1907,The Basic Law came into force 60 years ago.,203
1908,"The Basic Law, its value orientations and rights determine the central principles of living together in our country.",203
1909,"It formulates the foundations of our understanding of freedom, equality and justice.",201
1910,And it contains the permanent mandate to check again and again whether our society still lives up to these principles.,201
1911,The Basic Law states: Human dignity is inviolable.,203
1912,This explicitly refers to all people.,503
1913,We reject a Leitkultur debate because it is incompatible with the idea of freedom and equality.,201
1914,We consider the fight against right-wing extremism to be one of the most important tasks facing our society.,602
1915,The Basic Law goes on to say that property is an obligation.,203
1916,This also applies to the ownership of money and shares.,403
1917,"The economy and the financial markets must serve society, not the other way around.",403
1918,"This is not only a question of justice,",503
1919,"but also decides on the future of democracy, on the willingness of citizens to get involved for and in democracy.",202
1920,And the Basic Law states that men and women have equal rights.,503
1921,Any form of discrimination violates this principle of equality.,503
1922,This also applies to pay in the workplace.,503
1923,Democracy does not stop at the office door and the factory gate.,202
1924,Equality of opportunity and co-determination in the workplace are part of our social democratic tradition of democracy.,202
1925,They must be preserved and expanded.,202
1926,What we want,NA
1927,- Democracy does not come by itself.,202
1928,Democracy is not hereditary.,202
1929,"Families, schools and all socially relevant groups must teach every generation anew that democracy is necessary and how every citizen can participate in our society. -",202
1930,"For us, democracy also means clear social rights",503
1931,"and respect for human dignity, especially in working life.",701
1932,This includes strong rights for employees through effective protection against dismissal,701
1933,and functioning co-determination.,202
1934,- Extend local voting rights.,202
1935,"For non-EU citizens who have lived in Germany for 6 years, we will enforce local voting rights.",202
1936,- Direct democracy.,202
1937,"We want to enable referendums and plebiscites at the federal level as well, taking into account experience in the states.",202
1938,- Political education:,506
1939,Democracy needs politically informed citizens.,202
1940,"Therefore, an intensification of political education, also by the Federal Agency for Civic Education, is necessary.",506
1941,- Statutory lobby register.,202
1942,It is part of democracy that social groups try to draw attention to their concerns and interests.,202
1943,"Lobbying by associations, companies, unions and initiatives is the norm in democracy.",202
1944,"However, the democratic public has a right to transparency.",202
1945,This includes requiring lobbyists to disclose which interest groups are behind them and paying them.,202
1946,We will push through a corresponding lobby register at the German Bundestag.,202
1947,- Using new technologies.,202
1948,"In communicating with citizens, we will use new information technologies to strengthen participation in the democratic process.",202
1949,"Where the Internet can help improve public opinion-forming and participation processes, we will use this opportunity in the interests of a strong democracy.",202
1950,"Strong Democracy - Combating Right-Wing Extremism, Xenophobia and Anti-Semitism",NA
1951,- Overall societal task.,606
1952,"For us, the fight against right-wing extremism, racism and anti-Semitism is a task for society as a whole and for all generations.",602
1953,"In addressing right-wing extremism, we take a multifaceted approach:",602
1954,"from a youth policy with a preventive approach and a focus on schools, youth work and education, to",506
1955,"labor market policy programs that combine integration, education and labor market opportunities,",503
1956,to special activities for cities and neighborhoods where right-wing extremists are on the rise.,602
1957,We do not tolerate racist or anti-Semitic slogans and stereotypes in political discourse.,602
1958,- Continuity and diversity in the commitment against right-wing extremism.,606
1959,"We understand right-wing extremism prevention not as a project, but as institutionalized work.",602
1960,"We therefore want to make the federal programs against right-wing extremism, xenophobia and anti-Semitism permanent",602
1961,and provide sustained and ongoing support for the commitment to democracy and tolerance.,202
1962,"In doing so, we consciously rely on the diversity of local activities and initiatives.",606
1963,The SPD will make the federal programs for the fight against right-wing extremism permanent and establish a federal foundation in the next legislative period at the latest in order to bundle the necessary work of the numerous civil society projects and initiatives against right-wing extremism.,606
1964,- Protecting victims.,705
1965,We will expand counseling services to protect (potential) victims,705
1966,and improve networking and support for those active in the work against right-wing extremism.,202
1967,- Ban the NPD.,602
1968,"The NPD is a party that openly glorifies National Socialism and displays an aggressive, militant attitude toward our free democratic basic order.",602
1969,"Therefore, the ban of the NPD must be sought.",602
1970,14. for a global community of responsibility,NA
1971,"The globalization of markets calls for political globalization, for joint policy-making and fair rules.",107
1972,Only in this way will we come closer to our great goal of a peaceful and just world,106
1973,and use the global economic and financial crisis as a wake-up call for the global community.,107
1974,That is why we are committed to global structural policy.,107
1975,"To achieve this, we need a strong European Union,",108
1976,"a renewal of transatlantic relations,",101
1977,"but also the inclusion in partnership of the new economic and political powerhouses of Asia, Latin America and Africa.",107
1978,"Together we must design the rules for the world of the 21st century Rules for a global community of responsibility that is reliable and stable, just and based on solidarity.",107
1979,We must pay particular attention to the poorest:,107
1980,"Financial, economic and resource crises must not be dumped on the shoulders of the weak.",107
1981,Global solidarity and the fight against poverty are our top priorities.,107
1982,That is why we want to strengthen our commitment to development policy,107
1983,"and further expand our capabilities in the areas of conflict prevention, crisis management and peacebuilding.",106
1984,What we want:,000
1985,- Strengthen the United Nations.,107
1986,The United Nations is the supreme authority of a global legal order.,107
1987,We want a strong UN and therefore continue to support the reform process that has been initiated.,107
1988,"Germany is ready to assume even more responsibility internationally, including in the Security Council.",107
1989,- Reorganizing the global financial architecture.,107
1990,The global economic and financial crisis is opening up new opportunities for political reordering of the world's financial architecture.,107
1991,We want strong international institutions that ensure transparency and risk control and prevent undesirable developments.,107
1992,"No market, no actor, no state and territory, no product may remain unattended!",107
1993,"We advocate a strengthening of the IMF and the World Bank, more rights and obligations for the emerging economies, and an audible European voice in the international financial institutions.",107
1994,- Free and fair world trade.,407
1995,We stand by the principle of free and fair world trade.,407
1996,Tackling the economic crisis must not lead to compartmentalization and protectionism.,407
1997,Developing countries in particular would be the first to suffer.,107
1998,"In the WTO development round, poor countries must be allowed to participate more fully in world trade",107
1999,and agricultural export subsidies must be ended.,107
2000,Minimum social and environmental standards should be included in the WTO rules and regulations.,107
2001,- Expand G 8.,107
2002,We want to expand the G8 to include important emerging economies,107
2003,and use it to advance political globalization.,107
2004,"The major issues of the future can no longer be solved without states such as China, India or Brazil.",107
2005,The Islamic world should also be represented in an expanded G8.,107
2006,"In the long term, we are pursuing the plan for a United Nations Global Council on Economic, Social and Environmental Policy.",107
2007,"It is intended to harmonize economic interests, social needs and ecological necessities.",107
2008,- Strengthen human rights.,201
2009,Global commitment to human rights is a central component of our policy.,201
2010,"Human rights, solidarity and democracy belong together.",201
2011,Human rights policy is also peace policy.,106
2012,"We want to further strengthen the human rights protection systems of the United Nations, the EU and the Council of Europe.",201
2013,- Strengthen women's rights.,201
2014,We are committed to strengthening the rights of women.,201
2015,Women are the key players in development.,706
2016,We want to continue the fight against genital mutilation,201
2017,and help end violence against women worldwide.,201
2018,- Outlaw homophobia worldwide.,201
2019,We actively work to prevent the persecution of persons belonging to sexual minorities.,201
2020,"At the international level, we want to promote the implementation of the Yogyakarta Principles.",107
2021,- Expand human rights dialogs.,201
2022,We want to expand the instrument of human rights dialogs at both national and European level.,201
2023,"Only if we remain in dialogue, even with difficult states, do we have a chance of promoting human rights and actually helping people.",201
2024,- Fight against torture and the death penalty.,201
2025,We strongly support European and international initiatives to abolish the death penalty and torture.,201
2026,- Strengthen international criminal justice.,107
2027,"We support international criminal justice so that genocide, crimes against humanity and war crimes are punished and the perpetrators held accountable.",107
2028,- More rights for children.,706
2029,We are committed to strengthening the rights of children.,201
2030,"In Germany itself, we advocate the withdrawal of the declaration of reservation to the UN Convention on the Rights of the Child.",201
2031,and for an individual right of appeal.,201
2032,- For a cooperative energy and resource policy.,107
2033,We stand for a cooperative energy and resource policy.,107
2034,We want to prevent tomorrow's conflicts from arising from ever fiercer competition for scarce goods.,106
2035,We promote regional cooperation in the sustainable use of resources,107
2036,and advocate strong international institutions in the energy sector.,107
2037,"We want to help developing countries gain access to modern, sustainable energy supplies.",107
2038,The production of agrofuels must not jeopardize the supply of food for the population.,107
2039,"To this end, we need binding sustainability standards and effective certification systems.",107
2040,- Strengthen foreign cultural and education policy.,107
2041,"In a world that is growing together, foreign cultural and educational policy is becoming increasingly important.",107
2042,We can no longer assume that European values can be taken for granted.,107
2043,"In a world with a multitude of new, self-confident actors, cultural exchange is the basis for political or social dialogue.",107
2044,"That is why we have reformed, strengthened and expanded the Goethe-Instituts, partner schools abroad and academic exchange in recent years.",107
2045,They are anchor points of understanding and promote our attitudes and values.,107
2046,We want to continue along this path.,107
2047,- Using information and communication technologies for development.,107
2048,The dynamics of the global knowledge society increasingly depend on information and communication technologies.,107
2049,This applies in particular to their innovation potential.,107
2050,We want people in developing countries to benefit from the opportunities offered by new technologies,107
2051,and to use them wisely to achieve the Millennium Development Goals.,107
2052,- Maintain an independent development ministry.,107
2053,Germany is one of the countries with an independent development ministry.,107
2054,"In the future, too, we want development cooperation to be managed coherently within this ministry.",107
2055,"By making this ministry independent, we are making it clear that global solidarity and the fight against poverty are our top priorities.",107
2056,- More money for development.,107
2057,We stand by our commitment to provide 0.51 percent of gross domestic product by 2010 and 0.7 percent by 2015 to fight poverty and hunger worldwide.,107
2058,"In addition to providing traditional budgetary resources, we want to tap into other, innovative sources of funding.",107
2059,Part of the revenue from the auctioning of CO2 pollution rights is to be used to combat poverty.,107
2060,and international climate protection.,501
2061,"As Germany's peace party, we are committed to reversing the global imbalance between arms and development spending.",105
2062,- Achieving Millennium Development Goals.,107
2063,We want to do everything we can to achieve the Millennium Development Goals by 2015.,107
2064,"As part of our development policy, we will invest more in rural development, climate protection, adaptation to climate change and renewable energies.",107
2065,We want to support our partner countries in expanding social security systems and an efficient and fair tax system.,107
2066,"Support for Africa will remain an important focus, because achieving the Millennium Development Goals will depend crucially on progress in Africa.",107
2067,- Strengthening civil society forces.,606
2068,"We intend to continue our intensive cooperation with and support for non-governmental organizations, trade unions, churches and business in the future.",606
2069,15 A strong and social Europe,NA
2070,Europe is our common opportunity to realize our vision of progress and social justice in the global 21st century.,108
2071,"Where the power of nation states to shape policy reaches its limits, a Europe united in solidarity can and must assert the primacy of democratic politics over the free play of market forces.",108
2072,"In the last century, the SPD and trade unions in Germany have proven that it is possible to civilize capitalism",403
2073,"through co-determination in companies and enterprises, through",202
2074,"workers' rights,",701
2075,"through social and ecological rules and standards that set limits to free enterprise,",403
2076,and through a fair share for all in the wealth generated by society.,503
2077,"In the global 21st century, we need to prove it again.",403
2078,Now the stage is Europe.,108
2079,"As the European Party of Germany, we are the driving political force for an effective and democratic Europe of the citizens.",202
2080,Deepening and widening the European Union remain the defining basic constants of our policy.,108
2081,What we want: Create the social Europe Prevent wage and social dumping,NA
2082,- Europe social.,108
2083,We want to progressively develop the European tradition of the welfare state.,108
2084,"To this end, economic activity in the European single market must also be embedded in a political and social order.",403
2085,The European Economic and Monetary Union must be complemented by a European Social Union.,108
2086,We want to agree on European minimum social standards in order to prevent a downward spiral in wages and social standards in Europe and to implement social progress at European level.,108
2087,This is also a necessary step toward maintaining the welfare state in Germany at a high level.,503
2088,- For a social stability pact.,108
2089,"As an essential element of a future European social union, we call for a European social stability pact.",108
2090,It is intended to set goals and targets for social and education spending that are based on and flexibly adaptable to the respective economic performance of the EU member states.,108
2091,"As a country's economic performance increases, it would then also be obliged to spend more on education and social security systems.",503
2092,"In this way, joint European progress towards more education and improved social protection standards can be achieved,",108
2093,while at the same time preserving the autonomy of the respective social security systems of the EU member states.,110
2094,"As a second element of a social stability pact for Europe, we call for minimum wage regulations to apply in all EU member states.",108
2095,This is an important step toward eliminating wage dumping throughout Europe.,701
2096,"As a first step, the Social Stability Pact should be realized within the framework of the Open Method of Coordination (OMC).",108
2097,"If the Social Stability Pact does not initially find support among all EU member states, a core group of EU member states willing to move forward could lead the way in the context of enhanced social cooperation.",108
2098,- Combating tax dumping.,408
2099,We also want to take action against tax dumping in Europe.,108
2100,We therefore advocate a uniform tax base and minimum rates for corporate taxes in Europe.,108
2101,- Good work in Europe.,108
2102,We advocate a social progress clause in EU primary law and a revision of the EU Posting of Workers Directive.,108
2103,This must go beyond the protection of mere minimum standards.,701
2104,The following must apply throughout Europe: Equal pay and working conditions for equal work in the same place!,701
2105,"Furthermore, the admissibility of ecological and social criteria in the award of public contracts must be specified and expanded in EU procurement law.",108
2106,- Strengthen co-determination.,202
2107,A constitutive element of social Europe and a prerequisite for good work is the principle of employee co-determination in companies and enterprises.,202
2108,The far-reaching standards of co-determination in European stock corporations (SEs) must be the yardstick and benchmark for the further development of European company law.,202
2109,We call for a directive on the relocation of companies' registered offices that ensures that co-determination standards are upheld.,202
2110,We are also taking care to ensure that German co-determination rights are not undermined in the establishment of a European Private Company for small and medium-sized enterprises.,202
2111,- More rights for works councils.,701
2112,We want to expand the rights of European works councils.,701
2113,"They must be informed at an early stage, comprehensively consulted and effectively involved in corporate decisions.",701
2114,"In addition, to strengthen collective bargaining autonomy at European level, we want to create a legal basis for cross-border collective bargaining and collective agreements.",108
2115,"- For equality, against discrimination.",503
2116,"With an ambitious policy for equality and against discrimination, we want to make Europe an area of equal opportunities free of discrimination.",503
2117,The legislation of the European Union in the field of anti-discrimination must be further developed in the direction of comprehensive protection.,108
2118,- Legal certainty for services of general interest.,413
2119,We want to create more European legal certainty for public services of general interest.,108
2120,"Water supply, sewage and waste disposal, local public transport, airports and air traffic control, important health and social services and also public broadcasting serve the common good.",413
2121,They must not be subjected to unilateral pressure for liberalization and privatization.,413
2122,- European Pact for the Future of Work.,108
2123,We need to give priority to employment in Europe and are therefore proposing a European Jobs Pact for the future.,108
2124,All European programs must be examined for their employment-promoting effect.,408
2125,Europe more democratic and capable of action,NA
2126,- Realize Lisbon Treaty.,108
2127,The self-assertion of Europe and the European Union in the first truly global century requires political capacity to act.,108
2128,We want the Lisbon Treaty to enter into force soon.,108
2129,"It will make the EU more democratic, more capable of action, closer to its citizens and also more social.",108
2130,- Developing Europe into a citizens' union.,202
2131,"In the long term, we want to develop Europe into a democratic citizens' union.",202
2132,The democratic Europe of the future needs a parliamentary responsible government on the basis of a European constitution.,108
2133,- Europe as a peace power.,106
2134,"We want to further strengthen Europe's identity as a global peace power that assumes responsibility for peace and development in the world, enforces human rights and international law, promotes democracy and a dialogue of cultures, and advocates social and ecological standards in the globalized economy.",108
2135,We want to expand the European Security and Defense Policy (ESDP) and strengthen its civilian component in particular.,108
2136,- Keeping the doors open.,108
2137,We want to continue the EU enlargement policy as a successful peace policy.,106
2138,We support Turkey's accession to the EU if it fully meets the necessary criteria.,108
2139,We remain committed to the accession perspective of the Western Balkan states.,108
2140,A strong European economic and industrial policy,NA
2141,- Improve economic and fiscal policy coordination.,108
2142,"We want to improve economic and fiscal policy coordination at EU level, especially in the Eurogroup, and make it more binding.",108
2143,We welcome the strengthening and further institutionalization of the Eurogroup through the Lisbon Treaty.,108
2144,"Especially in the current economic and financial crisis, we now need a qualitative step toward a strong common European economic policy.",108
2145,"- Strong SMEs, less bureaucracy.",403
2146,"We call for a new European offensive to strengthen the competitiveness of small and medium-sized enterprises and the skilled trades in Europe in particular, with easier access to credit and the further reduction of bureaucratic burdens in the European single market.",403
2147,- For an innovative Europe.,411
2148,"We call for increased European investment in innovation, research and development,",411
2149,"and in a sustainable European infrastructure, for example in energy networks or broadband supply.",411
2150,We also want to implement an ecological industrial policy in Europe.,108
2151,"To this end, we need a European research offensive in environmental technologies and renewable energies.",411
2152,- Modern agricultural and structural policy.,408
2153,We want equal living conditions throughout Europe.,408
2154,We advocate a social and future-oriented agricultural and structural policy for the EU.,108
2155,"Job creation, education and training, research, environmental protection, support for socially disadvantaged urban districts and rural regions, and a sustainable infrastructure must be made even stronger priorities of EU funding policy.",108
2156,16. worldwide for peace and disarmament,NA
2157,Social Democratic foreign and security policy has shaped our country from Willy Brandt's policy of détente to Gerhard Schröder's yes to the Afghanistan engagement and his no to the Iraq war.,305
2158,It created the conditions for German unity and increased Germany's standing in the world.,305
2159,It has developed a concept of civil crisis prevention and civil conflict management and anchored it nationally and at the European level with appropriate instruments.,106
2160,We intend to continue this policy.,305
2161,Threatening rearmament worldwide calls for a new policy of détente.,106
2162,"Instead of threats and demarcation, we need more dialogue.",106
2163,"International terrorism must be fought effectively, but we want to counter the myth of the clash of civilizations just as clearly.",107
2164,What we want:,NA
2165,- Renewing the Transatlantic Partnership.,101
2166,Barack Obama's inauguration presents an opportunity to renew the transatlantic partnership.,101
2167,"We want to use this opportunity to give new impetus to disarmament, promote climate protection and energy security, and jointly develop new rules for a fairer world order.",101
2168,- A common space of security from Vancouver to Vladivostok.,107
2169,NATO remains the most important guarantor of our security.,104
2170,"With our partners, we want to develop a new understanding on the future strategic direction of the Alliance, in which its responsibility for disarmament and arms control is strengthened.",105
2171,"We argue for a common space of security from Vancouver to Vladivostok, in which NATO and Russia work together in trust.",107
2172,The current American plans for a missile shield are not compatible with this goal and are therefore rejected by us.,102
2173,- A world without nuclear weapons.,105
2174,"Disarmament, non-proliferation and arms control are central questions of survival for us tomorrow.",105
2175,Our goal remains a world without nuclear weapons and weapons of mass destruction.,105
2176,We advocate a new approach to nuclear disarmament.,105
2177,We want all sub-strategic nuclear weapons to be completely withdrawn from Europe.,105
2178,This also applies to the nuclear weapons still remaining in Germany.,105
2179,They are a relic of the Cold War and militarily obsolete today.,105
2180,We will work to ensure that this is addressed in the planned U.S.-Russian disarmament talks.,105
2181,- Revive conventional disarmament.,105
2182,We want to revive and renew the Treaty on Conventional Disarmament in Europe (CFE).,105
2183,Regional disarmament agreements strengthen stability and security.,105
2184,We want to offer support wherever regions seek cooperative security systems.,107
2185,- Effective arms export control and arms control.,105
2186,"We stand by a restrictive arms control policy, which should also be further harmonized at a high European level.",108
2187,We reject arms exports to crisis regions and a softening of arms export policy principles.,105
2188,"A restrictive arms export policy, which includes small arms in particular, contributes to conflict prevention and peacekeeping and helps to prevent human rights violations.",105
2189,We are committed to upholding the ban on anti-personnel mines,105
2190,and to enforcing the ban on cluster munitions under international law.,105
2191,We call for missile defense to be included in treaty arms control.,105
2192,Limiting and verifying such weapons systems could promote trust and cooperation.,107
2193,- Secure the state's monopoly on the use of force.,107
2194,We want to roll back the influence of private mercenary armies and security services and advocate strict national and international rules for private military and security companies.,107
2195,Protection of weak states must be safeguarded under international law.,107
2196,We want to remove the ground from economies of violence through preventive policies and support for an international security architecture.,107
2197,- Russia as a responsible partner.,101
2198,Good cooperation with Russia is in the vital German and European interest.,101
2199,We need Russia as a partner in the shared responsibility for security and stability in Europe and the world.,101
2200,"We therefore want to strengthen Russia's ties with Europe,",101
2201,support Russia in its modernization,101
2202,and promote its development under the rule of law.,201
2203,- A European perspective for our eastern neighbors.,108
2204,"We advocate rapid implementation of the Eastern Partnership with Ukraine, Belarus, Moldova and the states of the South Caucasus.",108
2205,Our goal is the full participation of these countries in a Europe of peace and prosperity.,108
2206,- For peace in the Middle East.,106
2207,The central goal of our policy in the Middle East is and remains a two-state solution:,106
2208,"with an Israel that lives in peace, security and within borders recognized by its neighbors, and a viable Palestinian state in which the people have a future worth living.",106
2209,"In the conflict over Iran's nuclear program, we advocate a negotiated solution within the framework of the United Nations that provides incentives for cooperation but does not rule out sanctions if necessary.",106
2210,- Supporting Afghanistan.,107
2211,"Together with our partners, we have revised our Afghanistan strategy and defined our goals more clearly.",107
2212,We will continue to provide constructive and critical support for Germany's engagement in Afghanistan.,107
2213,Afghanistan must not be allowed to become a haven for terrorists again.,107
2214,The government must be able to ensure security and stability on its own.,107
2215,Basic human rights must be respected.,201
2216,"On the one hand, we promote our civil society and development policy approach, according to which we support, for example, infrastructure development, cultural dialogue projects and educational policy initiatives.",107
2217,"On the other hand, we are promoting our civil-military approach, under which we are stepping up training efforts for the Afghan security forces.",107
2218,"The sooner we achieve these goals, the sooner we can end our military involvement in Afghanistan.",107
2219,- Shaping the Bundeswehr's international missions responsibly.,104
2220,"For us, international deployments of the Bundeswehr can only be the last resort if other instruments for securing peace and protecting people cannot bring about a solution.",106
